id,month,bank_name,inward_interbank_volume,inward_costumer_volume,inward_total_volume,inward_percentage_volume,inward_interbank_amt,inward_costumer_amt,inward_total_amt,inward_percentage_amt,outward_interbank_volume,outward_costumer_volume,outward_total_volume,outward_percentage_volume,outward_interbank_amt,outward_costumer_amt,outward_total_amt,outward_percentage_amt
31418,01/02/2023,Kangra Co-operative Bank,2,442,444,0,0.11,2508.24,2508.35,0,0,807,807,0,,5022.07,5022.07,0
31419,01/02/2023,Karad Urban Co-operative Bank,4,3238,3242,0.02,29.75,42913.69,42943.44,0,0,6086,6086,0.03,,54482.27,54482.27,0
31420,01/02/2023,Kerala State Co-operative Bank,38,6261,6299,0.03,1422.28,225083.52,226505.8,0.02,6,17121,17127,0.09,136665.72,265946.22,402611.94,0.03
31421,01/02/2023,Maharashtra State Co-operative Bank,11,2984,2995,0.01,3902.81,459113.53,463016.34,0.04,4,1826,1830,0.01,1058.62,482290.3,483348.93,0.04
31422,01/02/2023,Municipal Co-operative Bank Mumbai,29,261,290,0,49675.12,37305.7,86980.82,0.01,0,303,303,0,,85052.78,85052.78,0.01
31423,01/02/2023,Muslim Co-operative Bank,0,228,228,0,,2967.76,2967.76,0,0,551,551,0,,3140.02,3140.02,0
31424,01/02/2023,Nainital Bank,192,7747,7939,0.04,34987.03,101807.1,136794.14,0.01,78,13215,13293,0.07,56857.4,116979,173836.4,0.01
31425,01/02/2023,Nav Jeevan Co-operative Bank,0,704,704,0,,6897.73,6897.73,0,0,1094,1094,0.01,,10760.92,10760.92,0
31426,01/02/2023,Navnirman Co-operative Bank,0,1952,1952,0.01,,14809.46,14809.46,0,0,3129,3129,0.02,,42282.45,42282.45,0
31427,01/02/2023,Nawanagar Co-operative Bank,5,1455,1460,0.01,21.15,12402.12,12423.27,0,1,1803,1804,0.01,4,17823.48,17827.48,0
31428,01/02/2023,Pandharpur Urban Co-operative Bank,0,810,810,0,,15937.22,15937.22,0,0,902,902,0,,15689.8,15689.8,0
31429,01/02/2023,Punjab State Co-operative Bank,10,239,249,0,51210.56,45776.15,96986.71,0.01,0,625,625,0,,115721.34,115721.34,0.01
31430,01/02/2023,Pusad Urban Co-operative Bank,0,998,998,0,,9945.73,9945.73,0,0,1693,1693,0.01,,21399.24,21399.24,0
31431,01/02/2023,Rajasthan State Co-operative Bank,86,1513,1599,0.01,621301.25,303414.9,924716.14,0.08,16,5183,5199,0.03,545,948270.26,948815.26,0.08
31432,01/02/2023,Saraswat Co-operative Bank,474,54293,54767,0.27,36420.99,1082059.71,1118480.7,0.09,122,53753,53875,0.27,4078.55,1220281.37,1224359.92,0.1
31433,01/02/2023,Satara District Central Co-operative Bank,0,1634,1634,0.01,,53556.7,53556.7,0,0,2548,2548,0.01,,87550.46,87550.46,0.01
31434,01/02/2023,Satara Co-operative Bank,0,314,314,0,,3960.38,3960.38,0,0,40,40,0,,135.47,135.47,0
31435,01/02/2023,Surat District Co-operative Bank,18,4733,4751,0.02,58521.19,111377.96,169899.15,0.01,0,6071,6071,0.03,,183516.96,183516.96,0.02
31436,01/02/2023,Surat Peoples Co-operative Bank,2,8603,8605,0.04,33.91,88137.69,88171.6,0.01,0,11974,11974,0.06,,114915.54,114915.54,0.01
31437,01/02/2023,Sutex Co-operative Bank,1,3522,3523,0.02,0.3,34029.33,34029.63,0,0,3696,3696,0.02,,45502.94,45502.94,0
31438,01/02/2023,Tamil Nadu State Apex Co-operative Bank,137,4853,4990,0.02,1247634.07,197866.83,1445500.9,0.12,232,9916,10148,0.05,1272109.05,264556.39,1536665.44,0.13
31439,01/02/2023,Udaipur Urban Co-operative Bank,0,312,312,0,,2412.58,2412.58,0,0,1000,1000,0,,6528.25,6528.25,0
31440,01/02/2023,Varachha Co-operative Bank,0,5504,5504,0.03,,41050.9,41050.9,0,0,3608,3608,0.02,,41397.29,41397.29,0
31441,01/02/2023,Vijay Co-operative Bank,1,928,929,0,0,9028.41,9028.41,0,0,1533,1533,0.01,,12833.39,12833.39,0
31442,01/02/2023,Vishweshwar Co-operative Bank,41,1789,1830,0.01,23605.01,17277.47,40882.47,0,42,2859,2901,0.01,23900,28515.25,52415.25,0
31443,01/02/2023,West Bengal State Co-operative Bank,13,1776,1789,0.01,4137.55,151900.58,156038.13,0.01,13,7487,7500,0.04,35260.69,191305.78,226566.46,0.02
31444,01/02/2023,Zoroastrian Co-operative Bank,39,680,719,0,61516.29,12029.32,73545.61,0.01,0,952,952,0,,76261.91,76261.91,0.01
31445,01/02/2023,Thrissur District Co-operative Bank,0,117,117,0,,839.14,839.14,0,0,0,0,,,,,
31446,01/02/2023,TJSB Co-operative Bank,85,14165,14250,0.07,2283.83,228842.99,231126.82,0.02,73,19450,19523,0.1,1439.26,255475.04,256914.31,0.02
31447,01/02/2023,Tumkur Grain Merchants Co-operative Bank,23,1025,1048,0.01,47527.37,14571.28,62098.65,0.01,27,1672,1699,0.01,44400,17555.5,61955.5,0.01
31448,01/02/2023,Kozhikode District Co-operative Bank,0,154,154,0,,1757.34,1757.34,0,0,0,0,,,,,
31449,01/02/2023,Malad Co-operative Bank,0,111,111,0,,974.26,974.26,0,0,270,270,0,,2023.24,2023.24,0
31450,01/02/2023,Meghalaya Co-operative Apex Bank,0,147,147,0,,1999.54,1999.54,0,4,309,313,0,3800,2064.23,5864.23,0
31451,01/02/2023,Pavana Co-operative Bank,50,264,314,0,32733.1,3727.12,36460.22,0,0,737,737,0,,39091.94,39091.94,0
31452,01/02/2023,UCO Bank,2445,100629,103074,0.51,616986.46,2156108.92,2773095.38,0.23,2145,167764,169909,0.85,1254897.03,2799117.34,4054014.37,0.34
31453,01/02/2023,United Overseas Bank Mumbai Branch,2,13,15,0,15032.61,3717.94,18750.55,0,0,13,13,0,,34711.88,34711.88,0
31454,01/02/2023,Union Bank of India,4916,686399,691315,3.45,435772.72,18864261.04,19300033.76,1.6,5501,848106,853607,4.26,1282504.32,19766336.04,21048840.35,1.75
31455,01/02/2023,Urban Co-operative Bank Bareilly,0,0,0,,,,,,0,2,2,0,,5,5,0
31456,01/02/2023,Urban Co-operative Bank No 1758 Perinthalmanna,0,167,167,0,,1364.68,1364.68,0,0,0,0,,,,,
31457,01/02/2023,Utkarsh Small Finance Bank,106,6331,6437,0.03,463219.92,282770.03,745989.95,0.06,160,8682,8842,0.04,449105,177964.06,627069.06,0.05
31458,01/02/2023,Uttar Pradesh Co-operative Bank,15,2452,2467,0.01,20217.92,343744.65,363962.58,0.03,0,8433,8433,0.04,,267727.37,267727.37,0.02
31459,01/02/2023,Ujjivan Small Finance Bank,90,13546,13636,0.07,430024.04,441182.84,871206.88,0.07,188,15538,15726,0.08,435783.51,551158.92,986942.43,0.08
31460,01/02/2023,Unity Small Finance Bank,0,4,4,0,,14.84,14.84,0,0,141,141,0,,218086.53,218086.53,0.02
31461,01/02/2023,Vasai Vikas Co-operative Bank,3,1143,1146,0.01,24.76,20099.1,20123.86,0,0,2013,2013,0.01,,18601.18,18601.18,0
31463,01/02/2023,Woori Bank,157,972,1129,0.01,25954.65,181776.33,207730.98,0.02,28,301,329,0,21828.47,186032.15,207860.62,0.02
31464,01/02/2023,Yes Bank,1173,513744,514917,2.57,2004335.54,21664528.71,23668864.25,1.96,1656,487893,489549,2.44,1412249.09,19951176.29,21363425.38,1.77
31465,01/02/2023,Zila Sahkari Bank Ghaziabad,0,503,503,0,,5525.34,5525.34,0,0,728,728,0,,19651.25,19651.25,0
31466,01/03/2023,Abhyudaya Co-operative Bank,5,9855,9860,0.04,196.54,155405.67,155602.2,0.01,0,16107,16107,0.06,,169463.3,169463.3,0.01
31467,01/03/2023,Ahmednagar Merchants Co-operative Bank,2,4084,4086,0.02,80,69854.36,69934.36,0,0,8603,8603,0.03,,76293.2,76293.2,0
31468,01/03/2023,Airtel Payments Bank,23,29927,29950,0.12,63500.03,620670.1,684170.13,0.04,20,109,129,0,58514.57,552024.16,610538.73,0.04
31469,01/03/2023,Almora Urban Co-operative Bank,0,1459,1459,0.01,,13587.88,13587.88,0,1,3762,3763,0.02,5,28049.39,28054.39,0
31470,01/03/2023,Ambarnath Jai-Hind Co-operative Bank,0,602,602,0,,3962.31,3962.31,0,0,642,642,0,,4098.4,4098.4,0
31471,01/03/2023,Andhra Pradesh Grameen Vikas Bank,2,4964,4966,0.02,7.4,765717.79,765725.19,0.05,112,11035,11147,0.04,7827,1024430.8,1032257.8,0.06
31472,01/03/2023,Andhra Pradesh State Co-operative Bank,84,3997,4081,0.02,440437.74,810847.01,1251284.75,0.08,10,9587,9597,0.04,22397.59,1228177.45,1250575.04,0.08
31473,01/03/2023,Andhra Pragathi Grameena Bank,60,8682,8742,0.04,2583.47,185572.42,188155.89,0.01,231,9235,9466,0.04,5045.49,257761.66,262807.15,0.02
31474,01/03/2023,Apna Co-operative Bank,48,3496,3544,0.01,103639.64,43481.18,147120.82,0.01,42,4445,4487,0.02,99400,50051.99,149451.99,0.01
31475,01/03/2023,Arvind Co-operative Bank,0,581,581,0,,13348.61,13348.61,0,0,1171,1171,0,,7059.25,7059.25,0
31476,01/03/2023,AU Small Finance Bank,232,131115,131347,0.53,73066.22,3557524.24,3630590.46,0.23,56,150498,150554,0.61,112264.55,3283038.3,3395302.86,0.21
31477,01/03/2023,Australia and New Zealand Banking Group,76,3187,3263,0.01,163864.01,913476.56,1077340.57,0.07,61,2762,2823,0.01,105693.9,1688892.69,1794586.58,0.11
31478,01/03/2023,Axis Bank,7007,1923506,1930513,7.78,4843808.26,131063809.3,135907617.6,8.43,3719,1672554,1676273,6.76,4902633.38,132481396.9,137384030.3,8.52
31479,01/03/2023,Bandhan Bank,142,84627,84769,0.34,360669.13,2601598.96,2962268.09,0.18,125,133374,133499,0.54,163006.17,3083754.34,3246760.51,0.2
31480,01/03/2023,"Bank of America, N.A.",374,34016,34390,0.14,945393.3,8443174.51,9388567.81,0.58,153,16468,16621,0.07,829031.75,9113541.16,9942572.91,0.62
31481,01/03/2023,Bank of Bahrain and Kuwait B.S.C.,84,805,889,0,215275.6,92116.55,307392.15,0.02,79,279,358,0,230445.74,59307.09,289752.84,0.02
31482,01/03/2023,Bank of Baroda,5846,948771,954617,3.85,6258295.03,26410278.52,32668573.55,2.03,6848,1156168,1163016,4.69,6907851.75,25840558.28,32748410.03,2.03
31483,01/03/2023,Bank of Ceylon,1,361,362,0,3.18,12850.11,12853.29,0,7,554,561,0,151.11,15946.9,16098.01,0
31484,01/03/2023,Bank of India,2678,457577,460255,1.86,5323814.67,14901434.16,20225248.83,1.25,3169,641832,645001,2.6,4245433.72,18815716.4,23061150.13,1.43
31485,01/03/2023,Bank of Maharashtra,1875,195581,197456,0.8,120188.28,8053928.5,8174116.78,0.51,2271,236485,238756,0.96,150842.31,7850180.04,8001022.35,0.5
31486,01/03/2023,Barclays Bank PLC,344,6263,6607,0.03,939227,2206448.58,3145675.58,0.2,432,4941,5373,0.02,860581.59,2933280.99,3793862.59,0.24
31487,01/03/2023,Bassein Catholic Co-operative Bank,227,7125,7352,0.03,18113.44,78406.31,96519.75,0.01,0,9183,9183,0.04,,118061.47,118061.47,0.01
31488,01/03/2023,Bhagini Nivedita Co-operative Bank,0,243,243,0,,2245.09,2245.09,0,0,873,873,0,,13103.62,13103.62,0
31489,01/03/2023,BNP Paribas,342,225348,225690,0.91,594857.69,5166319.9,5761177.59,0.36,349,6659,7008,0.03,873733.74,5832286.33,6706020.06,0.42
31490,01/03/2023,Bombay Mercantile Co-operative Bank,1,3566,3567,0.01,2,39445.27,39447.27,0,0,6882,6882,0.03,,66399.65,66399.65,0
31491,01/03/2023,Canara Bank,5260,706872,712132,2.87,3445811.63,20199214.72,23645026.35,1.47,8354,895187,903541,3.64,6969415.74,26680144.73,33649560.47,2.09
31492,01/03/2023,Capital Small Finance Bank,94,14095,14189,0.06,1393.58,136978.82,138372.4,0.01,229,20155,20384,0.08,9980.1,155641.89,165621.99,0.01
31493,01/03/2023,Catholic Syrian Bank,902,22763,23665,0.1,83914.15,1216293.13,1300207.28,0.08,3467,24142,27609,0.11,86227.7,1249880.72,1336108.42,0.08
31494,01/03/2023,Central Bank of India,1557,286952,288509,1.16,1709894.05,6459850.74,8169744.79,0.51,2613,405668,408281,1.65,1591081.28,7906590.18,9497671.46,0.59
31495,01/03/2023,Citi Bank,1197,282210,283407,1.14,4715249.21,54771805.2,59487054.41,3.69,1688,174192,175880,0.71,3143809.45,57527563.53,60671372.98,3.76
31496,01/03/2023,Citizen Credit Co-operative Bank,18,2032,2050,0.01,933.36,106704.7,107638.06,0.01,0,2246,2246,0.01,,115819.22,115819.22,0.01
31497,01/03/2023,City Union Bank,3105,125345,128450,0.52,227568.18,1996577.55,2224145.73,0.14,1154,132809,133963,0.54,164863.13,2058731.46,2223594.6,0.14
31498,01/03/2023,Coastal Local Area Bank,0,720,720,0,,5489.81,5489.81,0,0,1505,1505,0.01,,12647.35,12647.35,0
31499,01/03/2023,Co-operative Rabobank U.A.,19,21,40,0,23745.02,32894.33,56639.35,0,28,12,40,0,7364.75,10728.05,18092.8,0
31500,01/03/2023,Credit Agricole Corporate and Investment Bank,177,4012,4189,0.02,587695.25,929339.51,1517034.76,0.09,207,556,763,0,591779.06,924751.72,1516530.78,0.09
31501,01/03/2023,Credit Suisse AG,15,263,278,0,12017.22,207725.37,219742.59,0.01,7,186,193,0,9331.06,310378.97,319710.04,0.02
31502,01/03/2023,CTBC Bank Co.,1,497,498,0,4137,102971.26,107108.26,0.01,5,502,507,0,15462.8,106930.24,122393.04,0.01
31503,01/03/2023,Chhattisgarh Rajya Gramin Bank,20,2836,2856,0.01,65.1,19117.04,19182.14,0,6,4170,4176,0.02,35,70996.67,71031.67,0
31504,01/03/2023,DBS Bank India,484,84230,84714,0.34,222604.52,4619490.88,4842095.4,0.3,410,81218,81628,0.33,345583.32,4906496.86,5252080.18,0.33
31505,01/03/2023,DCB Bank,261,45228,45489,0.18,495620.9,941601.66,1437222.56,0.09,408,44386,44794,0.18,473929.33,871896.01,1345825.34,0.08
31506,01/03/2023,Deogiri Nagari Co-operative Bank,19,1761,1780,0.01,4506.39,21423.91,25930.3,0,0,2080,2080,0.01,,27796.42,27796.42,0
31507,01/03/2023,Deposit Insurance and Credit Guarantee Corporation,0,31,31,0,,4621.51,4621.51,0,0,1,1,0,,218000,218000,0.01
31508,01/03/2023,Deutsche Bank AG,578,111338,111916,0.45,1089262.23,46363107.2,47452369.43,2.94,744,49872,50616,0.2,13205614.49,33258235.37,46463849.86,2.88
31509,01/03/2023,Dhanlaxmi Bank,752,16165,16917,0.07,12310.61,217524.08,229834.69,0.01,556,21728,22284,0.09,11198.53,327858.2,339056.73,0.02
31510,01/03/2023,Dattatray Maharaj Kalambe Jaoli Bank,0,752,752,0,,6830.86,6830.86,0,0,566,566,0,,3108.08,3108.08,0
31511,01/03/2023,Doha Bank QPSC,8,166,174,0,1673.14,9153.47,10826.6,0,7,249,256,0,2027.42,3647.97,5675.39,0
31512,01/03/2023,Dombivli Nagrik Co-operative Bank,43,3699,3742,0.02,4350.78,50300.78,54651.56,0,0,4991,4991,0.02,,88605.23,88605.23,0.01
31513,01/03/2023,Durgapur Steel Peoples Co-operative Bank,0,108,108,0,,3836.26,3836.26,0,0,175,175,0,,6268.11,6268.11,0
31514,01/03/2023,Emirates NBD Bank,329,248,577,0,218050.81,530791.39,748842.2,0.05,97,795,892,0,208176.54,784389.87,992566.42,0.06
31515,01/03/2023,Equitas Small Finance Bank,43,36113,36156,0.15,111316.67,912342.71,1023659.38,0.06,52,53072,53124,0.21,1439.07,1115927.19,1117366.26,0.07
31516,01/03/2023,ESAF Small Finance Bank,116,9562,9678,0.04,30481.89,243133.02,273614.92,0.02,1781,15674,17455,0.07,43405.48,218893.08,262298.57,0.02
31517,01/03/2023,Export Import Bank of India,5,549,554,0,4256.3,2485558.96,2489815.26,0.15,40,113,153,0,1005783.41,2985421.55,3991204.96,0.25
31518,01/03/2023,Federal Bank,6730,255021,261751,1.06,2799957.15,8450075.46,11250032.61,0.7,1442,296845,298287,1.2,327026.29,9000957.07,9327983.37,0.58
31519,01/03/2023,Fincare Small Finance Bank,31,3951,3982,0.02,113561.53,203605.34,317166.87,0.02,70,6086,6156,0.02,113942.87,250383.72,364326.59,0.02
31520,01/03/2023,Fino Payments Bank,26,17083,17109,0.07,59950.03,872888.1,932838.13,0.06,25,7122,7147,0.03,59472.86,720277.63,779750.5,0.05
31521,01/03/2023,First Abu Dhabi Bank PJSC,5,54,59,0,4150,24268.23,28418.23,0,108,46,154,0,34865.3,46891.14,81756.45,0.01
31522,01/03/2023,First Rand Bank,0,0,0,,,,,,0,4,4,0,,385,385,0
31523,01/03/2023,Goldman Sachs India Capital Markets Pvt.,0,60,60,0,,3373000,3373000,0.21,43,0,43,0,3375382.31,,3375382.31,0.21
31524,01/03/2023,GP Parsik Janata Co-operative Bank,6,7439,7445,0.03,3656.04,82361.96,86018,0.01,0,9860,9860,0.04,,98886.76,98886.76,0.01
31525,01/03/2023,GS Mahanagar Co-operative Bank Mumbai,37,3987,4024,0.02,76536.8,61189.66,137726.46,0.01,0,5985,5985,0.02,,147780.86,147780.86,0.01
31526,01/03/2023,HDFC Bank,7976,4781697,4789673,19.31,5675364.01,281766888.5,287442252.5,17.83,5535,4008858,4014393,16.19,1676188.56,309918660.3,311594848.9,19.33
31527,01/03/2023,Hutatma Co-operative Bank,20,329,349,0,22306.39,8400.95,30707.34,0,19,784,803,0,20400,15904.55,36304.55,0
31544,01/03/2023,Janseva Co-operative Bank Pune,4,1920,1924,0.01,244.2,27312.86,27557.06,0,0,2644,2644,0.01,,29099.11,29099.11,0
31528,01/03/2023,ICICI Bank,9971,2819388,2829359,11.41,21721402.87,144770592.3,166491995.1,10.33,3687,2692290,2695977,10.87,5069434.69,159821655.1,164891089.8,10.23
31529,01/03/2023,ICICI Securities Primary Dealership,393,518,911,0,3806773.27,6520670.32,10327443.6,0.64,451,0,451,0,10440722.7,,10440722.7,0.65
31530,01/03/2023,IDBI Bank,8185,529242,537427,2.17,3846620.89,32655221.48,36501842.37,2.26,3027,449440,452467,1.82,2124657.92,29418331.28,31542989.19,1.96
31531,01/03/2023,IDFC First Bank,503,264367,264870,1.07,1656635.66,11333477.56,12990113.22,0.81,943,294571,295514,1.19,386402.69,10783957.23,11170359.91,0.69
31532,01/03/2023,India Post Payments Bank,2,6043,6045,0.02,31.75,84333.95,84365.71,0.01,0,5717,5717,0.02,,68653.66,68653.66,0
31533,01/03/2023,Indian Bank,4573,387560,392133,1.58,1367975.58,17665073.76,19033049.34,1.18,9911,483098,493009,1.99,1656539.78,17026247.88,18682787.66,1.16
31534,01/03/2023,Indian Clearing Corporation,3,18078,18081,0.07,8509.65,4654595.1,4663104.74,0.29,0,10772,10772,0.04,,4507473.15,4507473.15,0.28
31535,01/03/2023,Indian Overseas Bank,2731,210256,212987,0.86,322330.03,4813853.58,5136183.61,0.32,4812,215853,220665,0.89,408013.37,6216317.69,6624331.06,0.41
31536,01/03/2023,IndusInd Bank,1061,387586,388647,1.57,1344795.79,26560646.94,27905442.73,1.73,649,383292,383941,1.55,1086747.95,25203143.04,26289890.99,1.63
31537,01/03/2023,Industrial and Commercial Bank of China,181,174,355,0,38611.72,67606.87,106218.59,0.01,16,463,479,0,8044.55,98194.71,106239.26,0.01
31538,01/03/2023,Industrial Bank of Korea,52,198,250,0,124115.61,37113.63,161229.24,0.01,88,326,414,0,116003.09,60959.29,176962.38,0.01
31539,01/03/2023,Irinjalakuda Town Co-operative Bank,0,335,335,0,,3507.58,3507.58,0,0,848,848,0,,7111.77,7111.77,0
31540,01/03/2023,Idukki District Co-operative Bank,1,65,66,0,300,1177.4,1477.4,0,0,0,0,,,,,
31541,01/03/2023,Jalgaon Janata Co-operative Bank,2,2975,2977,0.01,15,47778.38,47793.38,0,0,4484,4484,0.02,,61090.79,61090.79,0
31542,01/03/2023,Jana Small Finance Bank,27,7575,7602,0.03,181.24,531840.55,532021.78,0.03,59,9580,9639,0.04,27089.37,290388.83,317478.2,0.02
31543,01/03/2023,Janaseva Co-operative Bank Borivli,20,445,465,0,22831.17,8129.97,30961.14,0,0,527,527,0,,31173.15,31173.15,0
31545,01/03/2023,Janata Co-operative Bank Pune,33,11404,11437,0.05,3018.07,308067.08,311085.15,0.02,2,19252,19254,0.08,0.01,393576.29,393576.29,0.02
31546,01/03/2023,Janatha Seva Co-operative Bank,15,318,333,0,27207.68,4345.74,31553.41,0,15,620,635,0,25700,14481.41,40181.41,0
31547,01/03/2023,Jankalyan Co-operative Bank,2,1927,1929,0.01,10.59,31374.7,31385.29,0,0,2451,2451,0.01,,32176.91,32176.91,0
31548,01/03/2023,Jio Payments Bank,0,83,83,0,,908.69,908.69,0,0,94,94,0,,23237.11,23237.11,0
31549,01/03/2023,JP Morgan Chase Bank,289,16888,17177,0.07,1663538.36,5787133.41,7450671.77,0.46,383,19805,20188,0.08,3347814.97,5578391.79,8926206.76,0.55
31550,01/03/2023,Jila Co-operative Kendriya Bank Maryadit Rajnandgaon,1,121,122,0,0.05,631.11,631.16,0,0,85,85,0,,414.22,414.22,0
31551,01/03/2023,Kallappanna Awade Ichalkaranji Janata Co-operative Bank,1,5069,5070,0.02,0.02,74537.5,74537.53,0,0,6657,6657,0.03,,86788.98,86788.98,0.01
31552,01/03/2023,Karnataka Bank,1176,117992,119168,0.48,42026.13,2360504.61,2402530.74,0.15,2439,137669,140108,0.56,137011.93,2663510.72,2800522.65,0.17
31553,01/03/2023,Karnataka Grameena Bank,88,15837,15925,0.06,1353.13,261137.8,262490.93,0.02,707,25609,26316,0.11,21481.82,444732.36,466214.17,0.03
31554,01/03/2023,Karnataka State Co-operative Apex Bank,491,11363,11854,0.05,2943830.25,608316.99,3552147.24,0.22,101,15577,15678,0.06,2686845.17,819259.62,3506104.79,0.22
31555,01/03/2023,Karnataka Vikas Grameena Bank,113,10324,10437,0.04,564.83,155259.8,155824.63,0.01,2606,16346,18952,0.08,50470.86,188369.3,238840.16,0.01
31556,01/03/2023,Karur Vysya Bank,6437,204261,210698,0.85,225470.21,2897720.25,3123190.47,0.19,1329,252291,253620,1.02,40672.65,3112461.32,3153133.98,0.2
31557,01/03/2023,KEB Hana Bank,95,454,549,0,329479.08,169750.47,499229.55,0.03,86,311,397,0,392059.49,191838.54,583898.03,0.04
31558,01/03/2023,Kerala Gramin Bank,119,9809,9928,0.04,16072.54,660365.82,676438.36,0.04,3117,14264,17381,0.07,77342.72,679212.67,756555.39,0.05
31559,01/03/2023,Kolhapur Urban Co-operative Bank,0,320,320,0,,3533.51,3533.51,0,0,780,780,0,,6071.59,6071.59,0
31560,01/03/2023,Kookmin Bank,31,91,122,0,191090.73,172173.41,363264.14,0.02,23,124,147,0,170754.37,224317.52,395071.89,0.02
31561,01/03/2023,Kotak Mahindra Bank,3128,1144652,1147780,4.63,892613.28,35990392.81,36883006.09,2.29,1526,1115328,1116854,4.5,1332095.98,36708381.21,38040477.2,2.36
31562,01/03/2023,Kurmanchal Nagar Co-operative Bank,3,3222,3225,0.01,26.58,26165.96,26192.54,0,0,5640,5640,0.02,,61295.37,61295.37,0
31563,01/03/2023,Maharashtra Gramin Bank,18,12697,12715,0.05,18081.55,633573.49,651655.05,0.04,20,18184,18204,0.07,88738.38,666419.11,755157.49,0.05
31564,01/03/2023,Mahesh Co-operative Bank Pune,35,2414,2449,0.01,27459.12,41771.09,69230.21,0,0,3550,3550,0.01,,70653.83,70653.83,0
31565,01/03/2023,Mashreq Bank,146,27,173,0,64343.22,12856.42,77199.64,0,117,118,235,0,55047.34,32212.77,87260.11,0.01
31566,01/03/2023,Mehsana Urban Co-operative Bank,16,22440,22456,0.09,272.82,390381.71,390654.53,0.02,13,32877,32890,0.13,60.62,412749.02,412809.64,0.03
31567,01/03/2023,Mizuho Bank,143,6089,6232,0.03,112993.85,1860814.18,1973808.03,0.12,202,7968,8170,0.03,95192.27,2335606.9,2430799.17,0.15
31568,01/03/2023,Model Co-operative Bank,17,904,921,0,3754.84,9886.49,13641.32,0,13,1310,1323,0.01,2350,39011.93,41361.93,0
31569,01/03/2023,Morgan Stanley India Primary Dealer Pvt.,1,28,29,0,1113,431240.81,432353.81,0.03,34,0,34,0,446282.84,,446282.84,0.03
31570,01/03/2023,MUFG Bank,162,7133,7295,0.03,223220.53,2134703.2,2357923.73,0.15,163,9464,9627,0.04,365200.72,2260236.29,2625437.01,0.16
31571,01/03/2023,Mumbai District Central Co-operative Bank,1,2839,2840,0.01,75.12,76518.26,76593.39,0,0,3795,3795,0.02,,106866.46,106866.46,0.01
31572,01/03/2023,NABARD,26,804,830,0,259212.85,13486611.73,13745824.58,0.85,14,5256,5270,0.02,111.05,26304741.4,26304852.45,1.63
31573,01/03/2023,Nagpur Nagrik Co-operative Bank,29,4243,4272,0.02,452.25,62452.22,62904.47,0,2,6482,6484,0.03,65,74394.71,74459.71,0
31574,01/03/2023,Nasik Merchants Co-operative Bank,18,3031,3049,0.01,31229.14,37823.68,69052.82,0,0,4777,4777,0.02,,75702.99,75702.99,0
31575,01/03/2023,NatWest Markets PLC,0,0,0,,,,,,0,5,5,0,,3702.95,3702.95,0
31576,01/03/2023,New India Co-operative Bank,3,2054,2057,0.01,344.32,28604.46,28948.78,0,17,2739,2756,0.01,331.58,30582.29,30913.87,0
31577,01/03/2023,Nilambur Co-operative Urban Bank,0,373,373,0,,2483.81,2483.81,0,2,577,579,0,7.8,3507.08,3514.88,0
31578,01/03/2023,NKGSB Co-operative Bank,206,6777,6983,0.03,64402.5,117470.27,181872.78,0.01,75,7805,7880,0.03,52730.48,125526.31,178256.79,0.01
31579,01/03/2023,Nomura Fixed Income Securities Pvt.,59,62,121,0,1181101.2,2495961.57,3677062.77,0.23,142,0,142,0,3716979.94,,3716979.94,0.23
31580,01/03/2023,North East Small Finance Bank,0,634,634,0,,13507.01,13507.01,0,0,1272,1272,0.01,,35212.5,35212.5,0
31581,01/03/2023,NSDL Payments Bank,31,3788,3819,0.02,43611.38,226568.63,270180.01,0.02,30,6613,6643,0.03,44100,850298.09,894398.09,0.06
31582,01/03/2023,NSE Clearing,56,7429,7485,0.03,222880.84,28405919.48,28628800.32,1.78,412,9219,9631,0.04,1185137.41,27445126.15,28630263.56,1.78
31583,01/03/2023,Nutan Nagarik Co-operative Bank,2,8908,8910,0.04,18.48,99141.09,99159.56,0.01,0,9906,9906,0.04,,135596.49,135596.49,0.01
31584,01/03/2023,Odisha State Co-operative Bank,73,449,522,0,1203447.31,632517.74,1835965.05,0.11,0,2286,2286,0.01,,1654518.88,1654518.88,0.1
31585,01/03/2023,Paytm Payments Bank,8,8664,8672,0.03,1618.94,1791446.71,1793065.65,0.11,0,268565,268565,1.08,,4536400.48,4536400.48,0.28
31586,01/03/2023,PNB Gilts,239,514,753,0,3256820.92,1774268.8,5031089.72,0.31,475,0,475,0,7271716.53,,7271716.53,0.45
31587,01/03/2023,Prime Co-operative Bank,5,4722,4727,0.02,53.95,39901.51,39955.46,0,0,9408,9408,0.04,,65719.01,65719.01,0
31588,01/03/2023,PT Bank Maybank Indonesia Tbk,7,337,344,0,8300,9640.74,17940.74,0,9,28,37,0,8093.54,7098.03,15191.56,0
31589,01/03/2023,Punjab and Sind Bank,804,79768,80572,0.32,89410.75,1380244.77,1469655.52,0.09,1569,113056,114625,0.46,81943.57,2259516.94,2341460.51,0.15
31590,01/03/2023,Punjab National Bank,5091,1011999,1017090,4.1,3917920.85,32057025.41,35974946.26,2.23,5370,1271648,1277018,5.15,1477203.87,36130525.92,37607729.79,2.33
31591,01/03/2023,Qatar National Bank,22,45,67,0,14940.37,22839.6,37779.97,0,7,52,59,0,284.09,35315.42,35599.51,0
